concat latlng,Latitude,Longitude
-27.1415782 153.0069627,-27.1415782,153.0069627
-27.1416456 153.0022004,-27.1416456,153.0022004
-27.1416456 153.0022004,-27.1416456,153.0022004
-27.1432344 152.9312593,-27.1432344,152.9312593
-27.144025 153.0428364,-27.144025,153.0428364
-27.1447984 153.040166,-27.1447984,153.040166
-27.1451154 152.9795597,-27.1451154,152.9795597
-27.1464055 152.9738998,-27.1464055,152.9738998
-27.1465926 152.9731641,-27.1465926,152.9731641
-27.146932 152.9731641,-27.146932,152.9731641
-27.1493875 152.9460143,-27.1493875,152.9460143
-27.1493934 152.9455315,-27.1493934,152.9455315
-27.1494812 152.968932,-27.1494812,152.968932
-27.1498163 152.9688075,-27.1498163,152.9688075
-27.1503699 152.9189599,-27.1503699,152.9189599
-27.1512713 153.0302626,-27.1512713,153.0302626
-27.1517908 152.958622,-27.1517908,152.958622
-27.1520521 152.9663605,-27.1520521,152.9663605
-27.1529258 152.964338,-27.1529258,152.964338
-27.1530322 152.9753712,-27.1530322,152.9753712
-27.1533751 152.9747735,-27.1533751,152.9747735
-27.1534049 152.9747683,-27.1534049,152.9747683
-27.1535077 152.9737272,-27.1535077,152.9737272
-27.1540975 152.9754562,-27.1540975,152.9754562
-27.1541438 152.9725142,-27.1541438,152.9725142
-27.1542237 152.9713993,-27.1542237,152.9713993
-27.1542662 152.9693073,-27.1542662,152.9693073
-27.1545913 152.9765333,-27.1545913,152.9765333
-27.1547914 152.9668649,-27.1547914,152.9668649
-27.154832 152.9660372,-27.154832,152.9660372
-27.1548701 152.9662212,-27.1548701,152.9662212
-27.1548829 152.9680287,-27.1548829,152.9680287
-27.1551322 152.9734781,-27.1551322,152.9734781
-27.1552649 152.9709924,-27.1552649,152.9709924
-27.1555076 152.9750026,-27.1555076,152.9750026
-27.155931 152.9919966,-27.155931,152.9919966
-27.1565 152.9729851,-27.1565,152.9729851
-27.1566488 152.9739554,-27.1566488,152.9739554
-27.156663 152.9772565,-27.156663,152.9772565
-27.1568373 152.9842707,-27.1568373,152.9842707
-27.1569423 152.9696696,-27.1569423,152.9696696
-27.1570446 152.9707025,-27.1570446,152.9707025
-27.1570616 152.9735762,-27.1570616,152.9735762
-27.1571625 152.9625428,-27.1571625,152.9625428
-27.1572686 152.9832806,-27.1572686,152.9832806
-27.1574969 152.9582209,-27.1574969,152.9582209
-27.1576153 152.9626808,-27.1576153,152.9626808
-27.1580353 152.9845182,-27.1580353,152.9845182
-27.1580741 152.9839823,-27.1580741,152.9839823
-27.1582426 152.9725385,-27.1582426,152.9725385
-27.1583953 152.9825214,-27.1583953,152.9825214
-27.1584621 152.9188968,-27.1584621,152.9188968
-27.158914 152.9791094,-27.158914,152.9791094
-27.1590936 152.9951961,-27.1590936,152.9951961
-27.1595447 152.9791194,-27.1595447,152.9791194
-27.1598136 152.9976733,-27.1598136,152.9976733
-27.15986 152.9948916,-27.15986,152.9948916
-27.160042 152.9798716,-27.160042,152.9798716
-27.160601 152.9794225,-27.160601,152.9794225
-27.1606894 152.9578097,-27.1606894,152.9578097
-27.1608227 152.9405775,-27.1608227,152.9405775
-27.1609814 152.9969473,-27.1609814,152.9969473
-27.1609845 152.9794285,-27.1609845,152.9794285
-27.1612859 152.9934729,-27.1612859,152.9934729
-27.1613873 152.9792639,-27.1613873,152.9792639
-27.1614717 152.9951141,-27.1614717,152.9951141
-27.1615373 152.958072,-27.1615373,152.958072
-27.1615373 152.958072,-27.1615373,152.958072
-27.1615373 152.958072,-27.1615373,152.958072
-27.1615373 152.958072,-27.1615373,152.958072
-27.1615373 152.958072,-27.1615373,152.958072
-27.1615373 152.958072,-27.1615373,152.958072
-27.1615373 152.958072,-27.1615373,152.958072
-27.1615373 152.958072,-27.1615373,152.958072
-27.1615373 152.958072,-27.1615373,152.958072
-27.1615373 152.958072,-27.1615373,152.958072
-27.1615373 152.958072,-27.1615373,152.958072
-27.1615373 152.958072,-27.1615373,152.958072
-27.1615373 152.958072,-27.1615373,152.958072
-27.1615373 152.958072,-27.1615373,152.958072
-27.1615373 152.958072,-27.1615373,152.958072
-27.1615373 152.958072,-27.1615373,152.958072
-27.1615373 152.958072,-27.1615373,152.958072
-27.1615373 152.958072,-27.1615373,152.958072
-27.1615373 152.958072,-27.1615373,152.958072
-27.1615373 152.958072,-27.1615373,152.958072
-27.1615373 152.958072,-27.1615373,152.958072
-27.1615373 152.958072,-27.1615373,152.958072
-27.1615373 152.958072,-27.1615373,152.958072
-27.1615373 152.958072,-27.1615373,152.958072
-27.1615373 152.958072,-27.1615373,152.958072
-27.1615373 152.958072,-27.1615373,152.958072
-27.1615373 152.958072,-27.1615373,152.958072
-27.1615373 152.958072,-27.1615373,152.958072
-27.1615373 152.958072,-27.1615373,152.958072
-27.1615373 152.958072,-27.1615373,152.958072
-27.1615373 152.958072,-27.1615373,152.958072
-27.1615373 152.958072,-27.1615373,152.958072
-27.1615373 152.958072,-27.1615373,152.958072
-27.1616199 152.9793557,-27.1616199,152.9793557
-27.1617926 152.9583073,-27.1617926,152.9583073
-27.1622408 152.99727,-27.1622408,152.99727
-27.1624243 152.9588936,-27.1624243,152.9588936
-27.1624776 152.9943133,-27.1624776,152.9943133
-27.1625158 152.9648193,-27.1625158,152.9648193
-27.1628177 152.9619911,-27.1628177,152.9619911
-27.1629095 152.9889819,-27.1629095,152.9889819
-27.1629667 152.9685431,-27.1629667,152.9685431
-27.1632863 152.9628187,-27.1632863,152.9628187
-27.1635181 152.9982481,-27.1635181,152.9982481
-27.1643467 152.9962667,-27.1643467,152.9962667
-27.164424 152.9636004,-27.164424,152.9636004
-27.1644287 152.9866599,-27.1644287,152.9866599
-27.1645438 152.9208859,-27.1645438,152.9208859
-27.1645438 152.9208859,-27.1645438,152.9208859
-27.1647375 152.985602,-27.1647375,152.985602
-27.1648019 152.9859012,-27.1648019,152.9859012
-27.1649438 152.984716,-27.1649438,152.984716
-27.1651241 152.9973285,-27.1651241,152.9973285
-27.165512 152.9732567,-27.165512,152.9732567
-27.1655932 152.9878785,-27.1655932,152.9878785
-27.165777 152.918707,-27.165777,152.918707
-27.1660282 152.9813799,-27.1660282,152.9813799
-27.1670897 152.9369804,-27.1670897,152.9369804
-27.1670919 152.9267747,-27.1670919,152.9267747
-27.1676246 152.9370034,-27.1676246,152.9370034
-27.167804 152.951327,-27.167804,152.951327
-27.1678091 153.0046354,-27.1678091,153.0046354
-27.1685325 152.942911,-27.1685325,152.942911
-27.1686421 152.9621913,-27.1686421,152.9621913
-27.1686473 153.005253,-27.1686473,153.005253
-27.1688121 152.9502068,-27.1688121,152.9502068
-27.170667 152.9222205,-27.170667,152.9222205
-27.1714052 152.9807341,-27.1714052,152.9807341
-27.1718678 152.9346301,-27.1718678,152.9346301
-27.1721707 152.9382404,-27.1721707,152.9382404
-27.172849 152.9378018,-27.172849,152.9378018
-27.172849 152.9378018,-27.172849,152.9378018
-27.1733443 152.9337807,-27.1733443,152.9337807
-27.1735181 153.0093541,-27.1735181,153.0093541
-27.1738108 153.009538,-27.1738108,153.009538
-27.1742391 152.9539951,-27.1742391,152.9539951
-27.1747127 153.0222962,-27.1747127,153.0222962
-27.1753753 152.9314877,-27.1753753,152.9314877
-27.1765882 152.9807491,-27.1765882,152.9807491
-27.1765883 153.0122974,-27.1765883,153.0122974
-27.176782 153.0202077,-27.176782,153.0202077
-27.1768694 152.9582155,-27.1768694,152.9582155
-27.1769883 152.9395089,-27.1769883,152.9395089
-27.1770901 153.0210815,-27.1770901,153.0210815
-27.1774054 153.0207596,-27.1774054,153.0207596
-27.1774859 153.0209435,-27.1774859,153.0209435
-27.1775167 153.0223233,-27.1775167,153.0223233
-27.1779378 152.9498072,-27.1779378,152.9498072
-27.1780065 153.0206906,-27.1780065,153.0206906
-27.1780377 153.0215487,-27.1780377,153.0215487
-27.1781266 152.9498992,-27.1781266,152.9498992
-27.1784451 153.0220933,-27.1784451,153.0220933
-27.1786445 153.0197827,-27.1786445,153.0197827
-27.1788936 153.0224152,-27.1788936,153.0224152
-27.1790045 152.9171284,-27.1790045,152.9171284
-27.1790395 153.0145049,-27.1790395,153.0145049
-27.1793859 153.0290092,-27.1793859,153.0290092
-27.1795595 153.0135228,-27.1795595,153.0135228
-27.1796423 152.9638532,-27.1796423,152.9638532
-27.1797155 152.9283667,-27.1797155,152.9283667
-27.1797381 152.9633472,-27.1797381,152.9633472
-27.1797536 152.9620371,-27.1797536,152.9620371
-27.1798935 152.9686305,-27.1798935,152.9686305
-27.1799938 152.9282458,-27.1799938,152.9282458
-27.1800874 152.9644166,-27.1800874,152.9644166
-27.1801519 153.0194718,-27.1801519,153.0194718
-27.1801643 153.0217369,-27.1801643,153.0217369
-27.1804771 153.0093541,-27.1804771,153.0093541
-27.1805735 153.0079744,-27.1805735,153.0079744
-27.1814597 153.0054911,-27.1814597,153.0054911
-27.1814939 153.028476,-27.1814939,153.028476
-27.1815065 153.0280723,-27.1815065,153.0280723
-27.1819471 153.0246114,-27.1819471,153.0246114
-27.182121 153.023657,-27.182121,153.023657
-27.1822555 153.0050312,-27.1822555,153.0050312
-27.1824612 153.0240709,-27.1824612,153.0240709
-27.1826039 153.0291961,-27.1826039,153.0291961
-27.1829682 153.0228292,-27.1829682,153.0228292
-27.1830209 153.0232891,-27.1830209,153.0232891
-27.1833283 153.0290841,-27.1833283,153.0290841
-27.1837292 152.9425694,-27.1837292,152.9425694
-27.1837292 152.9425694,-27.1837292,152.9425694
-27.1837292 152.9425694,-27.1837292,152.9425694
-27.1837292 152.9425694,-27.1837292,152.9425694
-27.1837292 152.9425694,-27.1837292,152.9425694
-27.1837292 152.9425694,-27.1837292,152.9425694
-27.1837292 152.9425694,-27.1837292,152.9425694
-27.1837292 152.9425694,-27.1837292,152.9425694
-27.1837292 152.9425694,-27.1837292,152.9425694
-27.1837292 152.9425694,-27.1837292,152.9425694
-27.1837292 152.9425694,-27.1837292,152.9425694
-27.1841082 152.811801,-27.1841082,152.811801
-27.1841298 152.9420375,-27.1841298,152.9420375
-27.1843884 152.9492095,-27.1843884,152.9492095
-27.1845962 153.0278201,-27.1845962,153.0278201
-27.1846453 152.95072,-27.1846453,152.95072
-27.184647 152.9508647,-27.184647,152.9508647
-27.1846921 152.9509796,-27.1846921,152.9509796
-27.1847058 152.9892511,-27.1847058,152.9892511
-27.1848934 153.0288542,-27.1848934,153.0288542
-27.184902 153.0231511,-27.184902,153.0231511
-27.1850972 152.9508876,-27.1850972,152.9508876
-27.1851672 153.0252366,-27.1851672,153.0252366
-27.185183 153.0247148,-27.185183,153.0247148
-27.1852506 153.0261978,-27.1852506,153.0261978
-27.1853108 152.9505888,-27.1853108,152.9505888
-27.1853335 153.0219553,-27.1853335,153.0219553
-27.185354 152.9326131,-27.185354,152.9326131
-27.185513 153.0246688,-27.185513,153.0246688
-27.1857206 153.0221853,-27.1857206,153.0221853
-27.185737 153.0286242,-27.185737,153.0286242
-27.1859432 153.0253127,-27.1859432,153.0253127
-27.1860733 152.9460682,-27.1860733,152.9460682
-27.1861084 153.0228292,-27.1861084,153.0228292
-27.1861991 153.0303051,-27.1861991,153.0303051
-27.186205 153.0078785,-27.186205,153.0078785
-27.1862794 153.0038736,-27.1862794,153.0038736
-27.1862992 152.9685431,-27.1862992,152.9685431
-27.186424 153.0305099,-27.186424,153.0305099
-27.1864534 153.0278308,-27.1864534,153.0278308
-27.1865306 153.0046287,-27.1865306,153.0046287
-27.1866806 153.0282578,-27.1866806,153.0282578
-27.1867825 153.0279343,-27.1867825,153.0279343
-27.1869133 153.0306345,-27.1869133,153.0306345
-27.18692 153.0045706,-27.18692,153.0045706
-27.1869763 152.9486048,-27.1869763,152.9486048
-27.1870043 153.0303569,-27.1870043,153.0303569
-27.18708 153.0295661,-27.18708,153.0295661
-27.1873406 152.9444281,-27.1873406,152.9444281
-27.1873611 153.0245769,-27.1873611,153.0245769
-27.1873617 153.0248792,-27.1873617,153.0248792
-27.1874946 153.0286587,-27.1874946,153.0286587
-27.1875104 153.0263246,-27.1875104,153.0263246
-27.1875339 153.0289001,-27.1875339,153.0289001
-27.1875501 153.0310653,-27.1875501,153.0310653
-27.1875744 153.0297985,-27.1875744,153.0297985
-27.1876323 153.029889,-27.1876323,153.029889
-27.1876323 153.029889,-27.1876323,153.029889
-27.187688 153.0228752,-27.187688,153.0228752
-27.1878586 153.0286951,-27.1878586,153.0286951
-27.1878976 153.0292221,-27.1878976,153.0292221
-27.1879096 153.0153327,-27.1879096,153.0153327
-27.1879451 153.0294521,-27.1879451,153.0294521
-27.1880447 153.026497,-27.1880447,153.026497
-27.1880885 153.0305559,-27.1880885,153.0305559
-27.1881486 152.9434167,-27.1881486,152.9434167
-27.1881888 153.0312458,-27.1881888,153.0312458
-27.1882641 153.0285322,-27.1882641,153.0285322
-27.1884233 153.0227372,-27.1884233,153.0227372
-27.1884265 153.029728,-27.1884265,153.029728
-27.1885179 153.0288938,-27.1885179,153.0288938
-27.1885719 153.0245545,-27.1885719,153.0245545
-27.1886612 153.0284517,-27.1886612,153.0284517
-27.1886661 152.9591146,-27.1886661,152.9591146
-27.1886992 153.0286357,-27.1886992,153.0286357
-27.1888033 153.0294981,-27.1888033,153.0294981
-27.188819 153.0241019,-27.188819,153.0241019
-27.1888468 153.0276099,-27.1888468,153.0276099
-27.1888592 153.029378,-27.1888592,153.029378
-27.188901 152.9356012,-27.188901,152.9356012
-27.1890321 153.0258721,-27.1890321,153.0258721
-27.189057 152.8313653,-27.189057,152.8313653
-27.1890594 153.0276583,-27.1890594,153.0276583
-27.1891655 153.0268239,-27.1891655,153.0268239
-27.1891779 153.0280263,-27.1891779,153.0280263
-27.1892619 153.0244317,-27.1892619,153.0244317
-27.1892979 153.0292221,-27.1892979,153.0292221
-27.189313 153.026474,-27.189313,153.026474
-27.1893278 152.8317938,-27.1893278,152.8317938
-27.1893291 153.0289929,-27.1893291,153.0289929
-27.1893594 153.0293141,-27.1893594,153.0293141
-27.1894072 153.0219553,-27.1894072,153.0219553
-27.1894398 152.8173825,-27.1894398,152.8173825
-27.189532 153.0283022,-27.189532,153.0283022
-27.1895632 153.0297035,-27.1895632,153.0297035
-27.1895949 153.0265545,-27.1895949,153.0265545
-27.1896162 153.0259911,-27.1896162,153.0259911
-27.1896376 153.0235305,-27.1896376,153.0235305
-27.1896842 153.0290381,-27.1896842,153.0290381
-27.1897459 152.9560901,-27.1897459,152.9560901
-27.1898454 153.0180231,-27.1898454,153.0180231
-27.1898736 153.0268765,-27.1898736,153.0268765
-27.1900346 153.0272444,-27.1900346,153.0272444
-27.1900809 153.0172028,-27.1900809,153.0172028
-27.1900809 153.0172028,-27.1900809,153.0172028
-27.190177 153.0280883,-27.190177,153.0280883
-27.1902238 153.0279043,-27.1902238,153.0279043
-27.190279 153.0220796,-27.190279,153.0220796
-27.190336 153.0294367,-27.190336,153.0294367
-27.1904458 153.0192614,-27.1904458,153.0192614
-27.1904703 153.0215034,-27.1904703,153.0215034
-27.1905225 153.0259106,-27.1905225,153.0259106
-27.1906066 153.0219159,-27.1906066,153.0219159
-27.1906874 153.026451,-27.1906874,153.026451
-27.1907838 153.0233969,-27.1907838,153.0233969
-27.1908386 153.0260026,-27.1908386,153.0260026
-27.1909325 153.026405,-27.1909325,153.026405
-27.1910511 152.8240346,-27.1910511,152.8240346
-27.191554 153.1120844,-27.191554,153.1120844
-27.1916291 153.0329016,-27.1916291,153.0329016
-27.1916338 152.9322392,-27.1916338,152.9322392
-27.1916385 153.023818,-27.1916385,153.023818
-27.1917156 152.9833679,-27.1917156,152.9833679
-27.1917664 153.113958,-27.1917664,153.113958
-27.1917701 153.0255312,-27.1917701,153.0255312
-27.1917909 152.9505428,-27.1917909,152.9505428
-27.191819 153.0258186,-27.191819,153.0258186
-27.1919183 153.0331959,-27.1919183,153.0331959
-27.1919426 153.0251009,-27.1919426,153.0251009
-27.1925824 153.0334824,-27.1925824,153.0334824
-27.1926165 153.0296279,-27.1926165,153.0296279
-27.1926625 152.9464492,-27.1926625,152.9464492
-27.1926928 152.9459502,-27.1926928,152.9459502
-27.1927283 152.9467249,-27.1927283,152.9467249
-27.1931955 152.8283049,-27.1931955,152.8283049
-27.1934504 153.029705,-27.1934504,153.029705
-27.1935049 153.018483,-27.1935049,153.018483
-27.1936278 153.018667,-27.1936278,153.018667
-27.1948255 153.0115385,-27.1948255,153.0115385
-27.1948954 153.0300424,-27.1948954,153.0300424
-27.1950128 153.0217714,-27.1950128,153.0217714
-27.1952021 152.95206,-27.1952021,152.95206
-27.1952385 152.8236405,-27.1952385,152.8236405
-27.1952696 153.03375,-27.1952696,153.03375
-27.1954158 152.8240332,-27.1954158,152.8240332
-27.1955456 152.9518761,-27.1955456,152.9518761
-27.1956293 152.9441063,-27.1956293,152.9441063
-27.1957005 153.0214034,-27.1957005,153.0214034
-27.1957873 152.8250712,-27.1957873,152.8250712
-27.1958058 152.9855317,-27.1958058,152.9855317
-27.1958262 152.8248832,-27.1958262,152.8248832
-27.1959449 152.9504279,-27.1959449,152.9504279
-27.1960145 152.9439795,-27.1960145,152.9439795
-27.1960585 153.112175,-27.1960585,153.112175
-27.1961852 152.8242894,-27.1961852,152.8242894
-27.1962222 153.1118875,-27.1962222,153.1118875
-27.1962478 153.1126812,-27.1962478,153.1126812
-27.1963961 153.0284057,-27.1963961,153.0284057
-27.1964481 152.9842458,-27.1964481,152.9842458
-27.19652 152.9459453,-27.19652,152.9459453
-27.1965529 152.8242843,-27.1965529,152.8242843
-27.1966106 153.0003865,-27.1966106,153.0003865
-27.196621 153.0159398,-27.196621,153.0159398
-27.1966355 152.8219226,-27.1966355,152.8219226
-27.1967653 153.0363971,-27.1967653,153.0363971
-27.1967946 153.0291461,-27.1967946,153.0291461
-27.1968328 152.8235424,-27.1968328,152.8235424
-27.1968805 152.8222182,-27.1968805,152.8222182
-27.1969066 152.8229004,-27.1969066,152.8229004
-27.1969129 152.824491,-27.1969129,152.824491
-27.1969958 153.012362,-27.1969958,153.012362
-27.1970268 153.0271984,-27.1970268,153.0271984
-27.1970282 152.9982445,-27.1970282,152.9982445
-27.1970919 152.8226676,-27.1970919,152.8226676
-27.1970919 152.8226676,-27.1970919,152.8226676
-27.1970919 152.8226676,-27.1970919,152.8226676
-27.1970919 152.8226676,-27.1970919,152.8226676
-27.1970919 152.8226676,-27.1970919,152.8226676
-27.1970919 152.8226676,-27.1970919,152.8226676
-27.1970919 152.8226676,-27.1970919,152.8226676
-27.1970919 152.8226676,-27.1970919,152.8226676
-27.1970919 152.8226676,-27.1970919,152.8226676
-27.1970919 152.8226676,-27.1970919,152.8226676
-27.1970919 152.8226676,-27.1970919,152.8226676
-27.1970919 152.8226676,-27.1970919,152.8226676
-27.1970919 152.8226676,-27.1970919,152.8226676
-27.1970919 152.8226676,-27.1970919,152.8226676
-27.1970919 152.8226676,-27.1970919,152.8226676
-27.1970919 152.8226676,-27.1970919,152.8226676
-27.1970919 152.8226676,-27.1970919,152.8226676
-27.1970919 152.8226676,-27.1970919,152.8226676
-27.1970919 152.8226676,-27.1970919,152.8226676
-27.1970919 152.8226676,-27.1970919,152.8226676
-27.1970919 152.8226676,-27.1970919,152.8226676
-27.1971694 153.0138156,-27.1971694,153.0138156
-27.1972164 153.0131868,-27.1972164,153.0131868
-27.1972184 153.0002485,-27.1972184,153.0002485
-27.1973949 152.9978365,-27.1973949,152.9978365
-27.1974347 153.0299277,-27.1974347,153.0299277
-27.1974494 153.0127685,-27.1974494,153.0127685
-27.1975617 152.8252672,-27.1975617,152.8252672
-27.1975999 152.9983456,-27.1975999,152.9983456
-27.1976881 153.1082124,-27.1976881,153.1082124
-27.197778 153.0145279,-27.197778,153.0145279
-27.1978286 153.0140554,-27.1978286,153.0140554
-27.1980051 153.0134724,-27.1980051,153.0134724
-27.1983104 152.8210184,-27.1983104,152.8210184
-27.1984514 153.1161045,-27.1984514,153.1161045
-27.1984682 153.1045391,-27.1984682,153.1045391
-27.1984863 153.0294472,-27.1984863,153.0294472
-27.1985918 153.0174596,-27.1985918,153.0174596
-27.1986846 153.1065848,-27.1986846,153.1065848
-27.1987079 152.8203554,-27.1987079,152.8203554
-27.1987555 153.0263246,-27.1987555,153.0263246
-27.198843 152.820656,-27.198843,152.820656
-27.1988445 153.0022319,-27.1988445,153.0022319
-27.1988836 152.8223788,-27.1988836,152.8223788
-27.1989751 152.9898987,-27.1989751,152.9898987
-27.1989796 153.0048812,-27.1989796,153.0048812
-27.1991502 153.1106452,-27.1991502,153.1106452
-27.1991782 153.1146941,-27.1991782,153.1146941
-27.1993036 153.1106682,-27.1993036,153.1106682
-27.1995122 152.8220345,-27.1995122,152.8220345
-27.1996835 153.0068252,-27.1996835,153.0068252
-27.2002042 153.1146251,-27.2002042,153.1146251
-27.2003599 153.00629,-27.2003599,153.00629
-27.200513 153.0346383,-27.200513,153.0346383
-27.2008116 153.0196179,-27.2008116,153.0196179
-27.2008589 153.0108101,-27.2008589,153.0108101
-27.2009246 153.0103355,-27.2009246,153.0103355
-27.2010725 153.0354082,-27.2010725,153.0354082
-27.2012349 153.0260026,-27.2012349,153.0260026
-27.2012692 153.1136129,-27.2012692,153.1136129
-27.2012786 153.0111062,-27.2012786,153.0111062
-27.2015045 152.9628001,-27.2015045,152.9628001
-27.201506 153.1123936,-27.201506,153.1123936
-27.201611 153.0047863,-27.201611,153.0047863
-27.2017336 153.0056226,-27.2017336,153.0056226
-27.2017418 153.1001551,-27.2017418,153.1001551
-27.2017526 152.9631865,-27.2017526,152.9631865
-27.201831 153.0062793,-27.201831,153.0062793
-27.2018371 153.0173403,-27.2018371,153.0173403
-27.2018385 153.042204,-27.2018385,153.042204
-27.2018701 152.9550477,-27.2018701,152.9550477
-27.2019139 152.958858,-27.2019139,152.958858
-27.2021574 153.0327176,-27.2021574,153.0327176
-27.2021575 153.0109955,-27.2021575,153.0109955
-27.2021896 153.0322577,-27.2021896,153.0322577
-27.2022691 152.9548732,-27.2022691,152.9548732
-27.2024129 153.018368,-27.2024129,153.018368
-27.2025755 152.9624509,-27.2025755,152.9624509
-27.2026035 152.8198405,-27.2026035,152.8198405
-27.2026844 153.0108996,-27.2026844,153.0108996
-27.2027234 152.9556499,-27.2027234,152.9556499
-27.2028498 152.9590184,-27.2028498,152.9590184
-27.2028831 152.8207633,-27.2028831,152.8207633
-27.2029817 153.1139593,-27.2029817,153.1139593
-27.2029964 153.0981093,-27.2029964,153.0981093
-27.2032074 152.9593129,-27.2032074,152.9593129
-27.2033759 153.0979927,-27.2033759,153.0979927
-27.2034191 153.035232,-27.2034191,153.035232
-27.2034229 152.960198,-27.2034229,152.960198
-27.2035502 153.0978086,-27.2035502,153.0978086
-27.2035537 153.0382369,-27.2035537,153.0382369
-27.2043093 153.0363953,-27.2043093,153.0363953
-27.2043267 153.0329476,-27.2043267,153.0329476
-27.2047286 153.112014,-27.2047286,153.112014
-27.2051871 153.0002317,-27.2051871,153.0002317
-27.2052289 152.9559409,-27.2052289,152.9559409
-27.205235 153.0948642,-27.205235,153.0948642
-27.2053019 152.9544685,-27.2053019,152.9544685
-27.2053517 153.0295825,-27.2053517,153.0295825
-27.2055014 153.0308319,-27.2055014,153.0308319
-27.2055794 152.9776473,-27.2055794,152.9776473
-27.2058558 152.9728015,-27.2058558,152.9728015
-27.2061161 153.1123636,-27.2061161,153.1123636
-27.2061325 152.9773484,-27.2061325,152.9773484
-27.2064199 152.9773024,-27.2064199,152.9773024
-27.2064508 153.0401282,-27.2064508,153.0401282
-27.2065294 153.112593,-27.2065294,153.112593
-27.2068293 153.0293026,-27.2068293,153.0293026
-27.206935 153.0399157,-27.206935,153.0399157
-27.2070492 152.9773714,-27.2070492,152.9773714
-27.2071987 152.9923739,-27.2071987,152.9923739
-27.207206 152.988947,-27.207206,152.988947
-27.2072837 152.9727441,-27.2072837,152.9727441
-27.2073014 152.9746465,-27.2073014,152.9746465
-27.2073374 153.071768,-27.2073374,153.071768
-27.2074202 152.9787509,-27.2074202,152.9787509
-27.207506 153.0729659,-27.207506,153.0729659
-27.2077971 152.9917678,-27.2077971,152.9917678
-27.2080547 153.1156374,-27.2080547,153.1156374
-27.2082348 153.005606,-27.2082348,153.005606
-27.2082651 153.0054451,-27.2082651,153.0054451
-27.2083118 153.0052611,-27.2083118,153.0052611
-27.2084545 152.9955193,-27.2084545,152.9955193
-27.2086243 152.9730305,-27.2086243,152.9730305
-27.2086422 152.8356761,-27.2086422,152.8356761
-27.2087116 153.0049627,-27.2087116,153.0049627
-27.2088404 153.1160745,-27.2088404,153.1160745
-27.208987 153.1120255,-27.208987,153.1120255
-27.2091898 153.1119795,-27.2091898,153.1119795
-27.2093276 153.1011212,-27.2093276,153.1011212
-27.2093331 153.0427905,-27.2093331,153.0427905
-27.2095113 153.0755233,-27.2095113,153.0755233
-27.2095164 153.1012132,-27.2095164,153.1012132
-27.209623 153.077387,-27.209623,153.077387
-27.2097953 152.8397552,-27.2097953,152.8397552
-27.2098574 153.0430284,-27.2098574,153.0430284
-27.2103545 153.0034519,-27.2103545,153.0034519
-27.2104444 153.0420085,-27.2104444,153.0420085
-27.2105632 153.1126697,-27.2105632,153.1126697
-27.2106471 153.0419625,-27.2106471,153.0419625
-27.2106813 153.0973946,-27.2106813,153.0973946
-27.2110576 153.0501039,-27.2110576,153.0501039
-27.2111371 152.8317687,-27.2111371,152.8317687
-27.211168 152.9909187,-27.211168,152.9909187
-27.2112105 153.0512539,-27.2112105,153.0512539
-27.2113472 153.0484592,-27.2113472,153.0484592
-27.2116481 153.048034,-27.2116481,153.048034
-27.2116723 153.0116535,-27.2116723,153.0116535
-27.2118287 152.9694157,-27.2118287,152.9694157
-27.2118814 153.0591661,-27.2118814,153.0591661
-27.2119217 153.0471251,-27.2119217,153.0471251
-27.2119622 153.0579696,-27.2119622,153.0579696
-27.2120112 153.0229212,-27.2120112,153.0229212
-27.2120489 153.013677,-27.2120489,153.013677
-27.2121212 153.117961,-27.2121212,153.117961
-27.2121798 153.0584065,-27.2121798,153.0584065
-27.2121814 153.0448148,-27.2121814,153.0448148
-27.2121953 153.013769,-27.2121953,153.013769
-27.2122328 153.0590736,-27.2122328,153.0590736
-27.212419 153.0590506,-27.212419,153.0590506
-27.2124573 153.0855156,-27.2124573,153.0855156
-27.2125186 153.0846297,-27.2125186,153.0846297
-27.2125621 153.0586136,-27.2125621,153.0586136
-27.2125769 153.0562217,-27.2125769,153.0562217
-27.2126393 153.018782,-27.2126393,153.018782
-27.2126835 153.0797783,-27.2126835,153.0797783
-27.2129723 153.0572107,-27.2129723,153.0572107
-27.21311 152.9964367,-27.21311,152.9964367
-27.2131891 153.0893894,-27.2131891,153.0893894
-27.2132832 153.0054949,-27.2132832,153.0054949
-27.2133519 153.0410886,-27.2133519,153.0410886
-27.2133608 153.0433884,-27.2133608,153.0433884
-27.213565 153.0082963,-27.213565,153.0082963
-27.213584 153.0083883,-27.213584,153.0083883
-27.213614 153.0616496,-27.213614,153.0616496
-27.2136285 153.0845104,-27.2136285,153.0845104
-27.2136455 153.0084803,-27.2136455,153.0084803
-27.2137399 153.0469819,-27.2137399,153.0469819
-27.2138347 153.1108292,-27.2138347,153.1108292
-27.2138754 153.0812005,-27.2138754,153.0812005
-27.2139714 153.1028956,-27.2139714,153.1028956
-27.214015 153.0636392,-27.214015,153.0636392
-27.2140582 153.0448681,-27.2140582,153.0448681
-27.2140997 153.0918921,-27.2140997,153.0918921
-27.214166 153.0116075,-27.214166,153.0116075
-27.2142615 153.1041003,-27.2142615,153.1041003
-27.2144055 153.1109213,-27.2144055,153.1109213
-27.2144974 153.0446194,-27.2144974,153.0446194
-27.2146844 153.0929319,-27.2146844,153.0929319
-27.2148403 153.0442155,-27.2148403,153.0442155
